Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment,Total_Expense,Savings
Apr,66118,2060,1995,22720,1093,3091,2382,33341,32777
Jun,48930,4211,2547,29982,9186,1149,4845,51920,-2990
Apr,31801,11740,1672,8478,1342,3478,1760,28470,3331
Mar,71360,14559,7908,21660,7940,854,731,53652,17708
Jul,36559,11973,4718,28142,3408,2742,1456,52439,-15880
Aug,52334,8276,5399,24864,11046,2980,5229,57794,-5460
Apr,33288,7363,3386,7361,10281,1057,4837,34285,-997
Feb,42398,10152,5688,26752,1623,3986,2681,50882,-8484
Dec,96230,9973,7469,15160,1867,661,1594,36724,59506
Oct,32191,2037,4658,7446,11668,1198,4429,31436,755
Mar,38051,7990,1232,16931,4472,2473,4036,37134,917
Jan,81715,7438,3587,12601,1170,4044,3992,32832,48883
Aug,30737,9677,3961,10051,10974,4277,3881,42821,-12084
Mar,85140,13823,7233,8517,9769,2705,5619,47666,37474
Dec,45251,12856,2157,9802,9259,991,1802,36867,8384
Oct,70975,2473,5543,17390,2515,2492,4814,35227,35748
Jul,25147,2058,7925,23759,9192,1532,1196,45662,-20515
Oct,70508,4636,6860,12850,3198,3783,806,32133,38375
May,72224,4614,978,11744,1901,4010,2523,25770,46454
Oct,39643,12806,1637,27773,6903,1285,813,51217,-11574
May,58967,9296,4453,20417,8755,2333,3974,49228,9739
Jul,60733,6999,6592,11248,9986,1491,1902,38218,22515
Sep,54808,14670,5999,22355,3066,4706,4876,55672,-864
Dec,87288,11603,1476,20428,11011,2283,3898,50699,36589
May,78959,10276,736,12136,9562,1684,534,34928,44031
Jan,21849,11725,3023,14517,3538,2961,2617,38381,-16532
Oct,88178,5797,4543,29728,4907,2168,859,48002,40176
Oct,87136,4674,6550,16800,7960,2813,907,39704,47432
Jan,80740,13065,1097,25344,11246,1071,5175,56998,23742
Feb,64565,8436,2202,24470,3596,4800,5201,48705,15860
Jun,40183,5120,2676,18417,10880,4238,3609,44940,-4757
Sep,21132,11282,3057,8967,4321,1083,4433,33143,-12011
Aug,58259,13026,664,17361,10330,2720,2592,46693,11566
May,83668,14416,2824,9951,8720,807,636,37354,46314
Jan,58563,4076,6900,9002,3621,561,3370,27530,31033
Jul,30931,5190,7799,7332,11920,4288,1478,38007,-7076
May,93169,6787,3539,16460,10357,2633,5415,45191,47978
Jun,70639,8056,1069,9375,10700,2459,1984,33643,36996
Jul,78901,14420,3828,5685,4841,2532,2914,34220,44681
Mar,21044,9494,640,25272,5558,4262,3876,49102,-28058
Dec,66691,11400,1185,22352,5918,3286,966,45107,21584
Oct,44363,5577,1186,28704,9715,2042,5433,52657,-8294
Mar,66694,6741,3780,7033,11450,2175,1474,32653,34041
May,21582,8832,3263,12075,5339,533,5218,35260,-13678
Jun,99910,4581,7666,26645,1238,4461,2422,47013,52897
Sep,86844,5787,4090,19647,2220,3299,5687,40730,46114
Dec,41301,10707,2538,5645,1768,2355,3097,26110,15191
May,94329,9103,1574,9121,9426,4180,3151,36555,57774
Jan,21620,12404,6122,13112,7330,3185,2299,44452,-22832
Apr,82224,13166,5878,14271,11952,1557,1515,48339,33885
May,76655,2932,2725,11436,8388,3461,2248,31190,45465
Dec,57534,3663,5517,17517,5592,4888,3817,40994,16540
Oct,59390,10748,7186,15292,10711,3127,1184,48248,11142
Oct,91629,9914,1841,28481,11095,4320,3650,59301,32328
May,75856,11863,2189,13292,11426,3657,1956,44383,31473
Jul,69252,11184,3510,10586,8617,4143,868,38908,30344
Apr,75809,11820,863,5868,9082,4262,4946,36841,38968
Jan,42259,11883,5674,19602,8579,2631,5845,54214,-11955
May,40655,6852,7823,10914,10127,1106,5113,41935,-1280
Jul,53005,3104,1567,13213,10460,2855,1844,33043,19962
Oct,51629,3270,3140,27739,7456,2799,4617,49021,2608
Oct,43610,13094,4249,6903,10010,4416,678,39350,4260
Jun,77184,14936,2530,7576,5117,4775,3255,38189,38995
May,41602,11601,7185,19723,11307,1833,1632,53281,-11679
Apr,31110,5646,6965,9109,3439,4508,1979,31646,-536
Feb,26073,7087,7291,25998,10280,2973,5848,59477,-33404
Apr,30195,11522,6657,29398,11019,4057,5533,68186,-37991
Oct,21537,6723,5976,24677,7086,4233,3566,52261,-30724
Oct,37138,4054,6102,23319,5824,2586,4528,46413,-9275
Mar,64328,11145,1117,5615,11780,3850,5126,38633,25695
Oct,66202,8658,4954,26441,11807,875,2911,55646,10556
Jan,60164,3842,5937,15642,11065,2452,2420,41358,18806
Aug,74659,4802,3646,16776,10965,4210,2972,43371,31288
May,69692,9735,2482,29862,9391,2588,1458,55516,14176
Apr,44845,10201,6210,16510,9369,2193,3787,48270,-3425
Aug,50562,12801,693,6923,6542,4055,1571,32585,17977
Jul,48036,10313,4958,18402,10122,4780,1988,50563,-2527
Feb,80752,14974,1619,11455,3036,571,5267,36922,43830
Jan,94233,8105,5659,12604,10677,2274,2433,41752,52481
Dec,88681,4560,7411,13152,3091,1073,5892,35179,53502
Nov,47818,5037,7040,7773,6550,4566,2516,33482,14336
Apr,50544,10632,4702,15282,5263,4207,5649,45735,4809
Aug,82532,4749,7684,26577,7430,652,5474,52566,29966
Dec,98636,2590,1026,14776,3384,1228,4437,27441,71195
Feb,77705,3368,2452,23287,11107,2779,3535,46528,31177
Mar,40104,12181,7654,5143,7326,2052,3761,38117,1987
Dec,89603,3361,5379,28880,9207,4163,2699,53689,35914
Jan,79025,10128,7168,23640,8663,4067,1899,55565,23460
Jan,52317,5773,2282,22083,10028,4771,2802,47739,4578
Mar,51416,4064,6345,17401,8721,4844,5353,46728,4688
Nov,62012,4415,5662,27702,3157,3606,4782,49324,12688
May,88045,4951,3173,5270,10768,1499,1378,27039,61006
Dec,41400,7616,6461,13254,1305,1634,5268,35538,5862
Mar,68270,9975,2897,6007,8123,3645,5471,36118,32152
Jan,92069,12960,4224,18715,3053,3215,4713,46880,45189
Jan,69833,13608,7697,15464,6812,853,4194,48628,21205
Aug,83644,9101,6060,15174,4344,1802,5677,42158,41486
Oct,89468,11768,5601,12203,5456,4582,1370,40980,48488
Nov,79473,7003,3089,8724,2208,4231,1205,26460,53013
Dec,65809,10306,4026,16926,2858,1009,3189,38314,27495
Dec,58328,8243,4349,27983,3703,2037,2759,49074,9254
Feb,56784,8581,2134,27871,2971,677,5081,47315,9469
Mar,43723,11560,3509,12917,2113,2876,4367,37342,6381
Feb,80646,10330,593,25893,1983,1300,2077,42176,38470
Mar,86255,6923,4294,20739,11963,3743,5622,53284,32971
Jul,20074,8467,3866,26784,11354,4166,2467,57104,-37030
Jan,46498,6941,6639,25704,3127,1437,1752,45600,898
Oct,85522,13565,3446,19615,4639,3527,1752,46544,38978
Aug,40541,8437,588,10472,8476,2520,3549,34042,6499
Oct,65929,8076,6549,12206,1560,3282,5580,37253,28676
Oct,46028,7648,3050,28256,7652,4040,4938,55584,-9556
Oct,49545,10001,3314,29307,11001,2474,3628,59725,-10180
Feb,99569,3315,6637,9716,5387,2018,5835,32908,66661
Mar,51673,2073,6857,28502,3932,3169,2166,46699,4974
Sep,50974,14038,1945,7620,9482,1758,5733,40576,10398
Jul,78899,10675,5121,23920,2909,3610,4889,51124,27775
Apr,43097,14303,6835,10103,8230,1742,527,41740,1357
Oct,84824,3549,2330,15160,2428,3253,4109,30829,53995
May,43525,3359,3241,28464,1947,3175,2119,42305,1220
Feb,77804,3896,7285,10317,11719,4172,3406,40795,37009
Nov,35043,8659,7891,18587,2348,919,1844,40248,-5205
Aug,61846,7246,1054,6195,9572,1152,4413,29632,32214
Apr,97261,8967,4264,21788,10896,3371,4285,53571,43690
Sep,70227,8661,2934,22678,1309,3745,5168,44495,25732
May,73028,14416,1180,27438,4414,1367,4268,53083,19945
Sep,57383,2510,7419,25009,6789,4708,4329,50764,6619
Apr,49483,10614,6093,12868,10690,3487,1427,45179,4304
Oct,27265,4432,2131,7819,7568,673,2278,24901,2364
May,42763,3906,702,26143,9852,2059,3603,46265,-3502
Sep,95652,14519,7653,27129,4447,4627,2944,61319,34333
Aug,35733,11150,5042,18696,3273,2742,3588,44491,-8758
Mar,57420,11016,4418,12564,10689,2988,5671,47346,10074
Jan,29247,2064,7543,8637,11264,2012,4965,36485,-7238
Mar,43840,6928,3639,6873,3142,3271,663,24516,19324
Apr,85149,6710,5711,22790,10797,2143,5922,54073,31076
Feb,41058,13540,5373,10514,5739,523,4499,40188,870
Jan,54929,8124,2725,6577,10623,2837,3257,34143,20786
Jul,51362,9837,2186,29156,11142,3443,4073,59837,-8475
Aug,67356,2800,1328,26763,1458,4899,850,38098,29258
Jul,97597,8063,5154,17568,8580,2216,700,42281,55316
May,26041,10469,7670,10311,1337,4633,3052,37472,-11431
Dec,98209,8109,2522,13828,6450,1244,4428,36581,61628
Jan,81954,11909,602,10547,8380,4677,1551,37666,44288
Jul,81869,12605,5892,22191,11205,549,4932,57374,24495
Jul,41059,8659,2057,23779,5020,3549,786,43850,-2791
Sep,64722,3238,4711,25908,9536,3242,3178,49813,14909
Mar,37548,8582,5454,6415,6643,4389,5650,37133,415
Sep,35078,6523,4587,12508,1942,2122,2295,29977,5101
Jan,25419,7620,3011,19882,1345,3897,4058,39813,-14394
Jan,55490,3486,603,23833,4894,2287,5982,41085,14405
Apr,96086,6681,6902,20406,9516,3855,606,47966,48120
Sep,78760,13490,5927,8496,7610,1513,3053,40089,38671
Jun,50337,6470,3938,16780,3138,653,4013,34992,15345
Nov,21468,7619,5524,12103,5389,3401,616,34652,-13184
Mar,44309,13187,3357,17221,9715,2814,1768,48062,-3753
Jan,86344,10284,7285,26116,8826,3956,1240,57707,28637
Apr,92255,13723,1306,12022,8816,2802,522,39191,53064
Dec,48718,9177,7666,12495,1258,4766,860,36222,12496
Sep,57841,7441,7969,19422,2110,4513,4593,46048,11793
Mar,93548,3840,5155,13706,8325,1116,5295,37437,56111
Dec,66660,13719,2574,26483,7487,3549,1950,55762,10898
Sep,70281,7397,7151,12332,1820,2425,716,31841,38440
Jul,20767,3621,1026,24678,6988,2957,3254,42524,-21757
Dec,23895,3561,7418,24292,11980,2111,1127,50489,-26594
Apr,78026,7849,3936,10416,6635,4741,3767,37344,40682
Mar,62968,3416,5548,20251,5664,3609,1066,39554,23414
Oct,60097,13156,797,29916,8093,3037,4258,59257,840
May,35332,6190,5372,18772,5604,4857,2990,43785,-8453
May,34621,7054,860,17164,2563,2127,2520,32288,2333
Mar,96870,3130,4217,27054,7343,4940,4030,50714,46156
Dec,38174,11605,5099,7468,10399,2498,3006,40075,-1901
Sep,60502,5597,2476,23812,9500,3426,4055,48866,11636
Apr,56674,13936,7231,25072,2839,1631,2691,53400,3274
Nov,57260,4118,2577,27532,8675,2492,4909,50303,6957
May,62498,2663,6058,15887,9001,1013,3422,38044,24454
Apr,87609,4634,3911,7027,10575,1212,1228,28587,59022
May,69464,4774,2673,28555,3306,3661,3828,46797,22667
Jul,91805,8194,5191,16944,10372,714,973,42388,49417
Sep,84919,5969,2089,5315,11664,1103,5280,31420,53499
Jul,74469,5490,1889,19133,6140,4269,1105,38026,36443
May,37194,11763,6471,8989,3686,1169,4070,36148,1046
Oct,46811,3523,4014,5530,1960,1580,1742,18349,28462
Oct,92377,10053,762,29268,9629,1925,4102,55739,36638
Jul,63723,2987,3483,15594,1455,2769,5977,32265,31458
Oct,95235,13430,3419,23243,7767,974,4254,53087,42148
May,96298,9915,7889,9757,4817,1631,4870,38879,57419
Mar,79238,8403,2363,12872,10761,1362,4378,40139,39099
Jul,22147,7321,501,20498,10295,1311,2399,42325,-20178
Nov,58445,5845,2433,14958,10810,4772,4243,43061,15384
Nov,73803,8301,893,6067,2512,986,5347,24106,49697
Feb,81108,13885,805,5727,5738,1191,2764,30110,50998
Dec,22013,2098,5765,21627,1391,3608,3645,38134,-16121
Sep,73502,4288,1029,5711,3621,3122,1175,18946,54556
Oct,57755,11706,5123,16085,7176,767,4553,45410,12345
Oct,28733,6297,3879,12924,10112,1284,1209,35705,-6972
Dec,29479,10825,1464,20549,6719,4373,1422,45352,-15873
Jan,95361,9796,4519,13462,7041,3471,3899,42188,53173
Jun,41304,9263,1170,14989,11649,2901,907,40879,425
Jul,55694,14777,4568,7560,4600,3841,4743,40089,15605
Aug,29490,10770,6995,26523,6210,3571,1609,55678,-26188
Oct,41252,5959,7453,24944,5508,2816,4092,50772,-9520
Sep,26862,9385,6852,25387,7442,1701,5098,55865,-29003
Feb,89959,10464,5553,7177,8654,776,2288,34912,55047
Nov,30450,7338,2752,22221,10980,806,4459,48556,-18106
Oct,76022,6881,3172,25098,7216,1130,1990,45487,30535
Feb,81991,5954,2213,8078,8885,3085,5989,34204,47787
May,60927,5927,4544,14968,1260,1637,4084,32420,28507
May,69853,10644,5316,26416,7833,2681,4350,57240,12613
Jun,51826,11367,1135,19120,11205,2213,4700,49740,2086
Mar,62879,6911,5634,23034,10527,1548,1981,49635,13244
Aug,77265,2413,7501,7948,6944,2083,1780,28669,48596
Jan,92361,3550,3999,7520,7134,3851,5791,31845,60516
Jun,97990,6526,7119,12269,7875,2334,5892,42015,55975
Apr,60736,9141,6941,18336,7828,1451,4442,48139,12597
Jan,44530,8571,5152,28981,1334,2532,5354,51924,-7394
Jul,98052,3946,1617,17430,8669,1724,1374,34760,63292
Sep,67058,7203,2654,19020,3779,532,611,33799,33259
Apr,94094,2191,7945,15710,9995,596,701,37138,56956
Apr,94255,2040,4723,21746,8328,4858,5213,46908,47347
Jun,24886,12051,6589,7256,3437,3641,3153,36127,-11241
Dec,57387,7892,7102,12352,3807,3277,1494,35924,21463
Mar,41575,11524,537,17836,6190,3778,4620,44485,-2910
Dec,59643,5449,2132,9358,10132,671,5252,32994,26649
Jun,30100,10327,4793,16339,4163,1400,2031,39053,-8953
Jul,80356,7909,4275,26681,10094,4866,1889,55714,24642
Nov,27856,14393,7000,26245,8488,1241,1030,58397,-30541
Oct,58169,14806,2554,19483,10460,3114,2117,52534,5635
Oct,48804,3941,4585,22259,1023,2422,4641,38871,9933
Mar,55790,11757,3903,27339,5652,3197,5654,57502,-1712
Jul,50988,6221,1018,12129,3748,890,864,24870,26118
Mar,96448,9524,2741,25235,3450,1458,3871,46279,50169
Feb,58506,8543,2863,21021,10588,843,3324,47182,11324
Dec,87306,8222,5620,14344,9095,3981,5965,47227,40079
Oct,32305,10580,5681,12805,4357,2069,1872,37364,-5059
Apr,29969,3558,6986,28040,9095,955,3357,51991,-22022
Dec,32404,4121,7244,23306,11680,943,2737,50031,-17627
Aug,28989,3028,1541,13820,9083,4792,3974,36238,-7249
Sep,85305,13726,5215,16211,6972,3415,4944,50483,34822
Jul,55983,10273,1894,20628,10949,2910,4968,51622,4361
Jan,59462,7656,3369,17940,9155,3981,4076,46177,13285
Mar,39360,10967,4176,19324,8069,1917,3862,48315,-8955
Dec,46287,5038,4221,22512,11070,1170,4543,48554,-2267
Sep,85472,14565,4272,25945,6338,2784,4475,58379,27093
Dec,81313,13079,6190,13955,3532,599,1484,38839,42474
Jan,54160,3878,6318,6019,6337,3287,5582,31421,22739
Sep,26789,4271,734,26408,4773,907,2658,39751,-12962
Aug,47181,3607,3640,20640,11270,1477,2026,42660,4521
Jan,34385,5139,946,28958,7465,3298,3872,49678,-15293
Jun,85641,2605,5205,25311,5661,642,1536,40960,44681
May,64247,6735,507,7841,3057,3576,5118,26834,37413
Jun,25544,13606,5057,16139,1677,1219,3673,41371,-15827
Oct,33275,5665,1499,10477,3974,1959,2489,26063,7212
Dec,83248,7852,1834,13866,9476,917,2744,36689,46559
May,54550,7462,633,22392,11392,1604,2602,46085,8465
Jun,73693,4144,2932,22610,6648,1044,2730,40108,33585
May,39641,6270,555,23019,7444,3788,1542,42618,-2977
Nov,91749,13957,5588,18568,2840,1272,4958,47183,44566
Dec,35605,10107,5979,28645,2878,2193,3020,52822,-17217
May,70713,3376,6590,29899,7289,1568,4604,53326,17387
Apr,40390,5462,3685,16030,10802,4203,3207,43389,-2999
Mar,95403,2347,1611,17002,8219,4723,1829,35731,59672
Mar,78466,2000,6781,12529,11323,2073,4155,38861,39605
Apr,23981,2062,3679,23069,4314,4293,4405,41822,-17841
Sep,29493,3783,2023,20710,2378,3153,1580,33627,-4134
Feb,91218,14006,7178,8712,6340,1040,4105,41381,49837
Sep,91318,10417,643,12058,10907,2711,1323,38059,53259
Jan,36984,8566,3416,24328,1452,3196,4119,45077,-8093
Jan,42760,3042,7299,22711,9533,2058,3750,48393,-5633
May,21524,11036,2603,10906,1392,630,2615,29182,-7658
Jun,69402,12872,1119,23644,6471,3243,4067,51416,17986
Jun,85614,14311,2386,22813,2269,4320,5620,51719,33895
Mar,55891,3234,5625,14153,9137,2731,547,35427,20464
Jul,59832,3984,7185,18445,4050,1325,1940,36929,22903
Sep,65836,14448,7090,20328,8280,3218,4235,57599,8237
Nov,93953,11470,2520,24346,10162,1522,1444,51464,42489
Dec,33362,3594,1908,28770,11397,3101,3768,52538,-19176
Oct,86745,8257,7974,23852,5794,4726,4141,54744,32001
Aug,57921,12743,3421,19654,8410,1196,3619,49043,8878
Jun,90434,3952,5234,24612,1165,1537,2483,38983,51451
Dec,38562,3695,3873,29704,9446,1313,854,48885,-10323
Aug,84510,2954,6252,25783,9493,4337,3805,52624,31886
Dec,96407,5291,3976,20448,7363,1158,5032,43268,53139
May,27610,10548,7254,8966,9079,2927,5295,44069,-16459
Aug,35791,13787,1336,14108,6030,1583,2417,39261,-3470
Oct,78047,2968,4402,26665,11748,3474,4685,53942,24105
Dec,87906,2241,2085,26401,2505,1683,868,35783,52123
Apr,39665,13638,5375,26539,10448,3124,3486,62610,-22945
Oct,90246,6234,1336,6250,11454,3232,1692,30198,60048
Aug,85864,12336,3057,9688,8409,2497,1886,37873,47991
Oct,66451,10338,7740,25457,5340,2511,4493,55879,10572
Dec,65890,9349,3359,8787,1209,1748,3502,27954,37936
Feb,26794,7161,7207,14131,4793,4236,2396,39924,-13130
Dec,52888,10734,4860,15470,5521,2913,3047,42545,10343
Dec,26749,10883,7894,10658,4047,4843,5299,43624,-16875
May,66531,3025,5812,14193,1980,511,2053,27574,38957
Sep,40608,14242,1897,25156,3119,2510,3310,50234,-9626
Apr,89211,14197,4322,7212,4745,4107,3532,38115,51096
Nov,76017,5359,6653,11867,1177,1236,611,26903,49114
Jun,77676,7257,4897,11963,2546,1009,4572,32244,45432
Jan,31560,7736,3930,27077,11226,1768,1563,53300,-21740
Sep,74401,9679,6573,16329,9490,4766,4697,51534,22867
Jan,70468,4951,1304,8991,11759,3542,1892,32439,38029
May,52463,10921,1575,14295,4566,1558,1697,34612,17851
Apr,51663,9389,6371,23571,1274,4800,4397,49802,1861
Dec,88706,14691,4694,19735,3995,1389,840,45344,43362
Mar,78773,4555,3140,19243,1052,3452,5515,36957,41816
Jun,53123,3150,3584,17417,8775,3837,3361,40124,12999
Feb,29718,3735,1913,8032,10615,4181,4791,33267,-3549
Mar,82637,9931,6573,16005,2627,3244,1705,40085,42552
May,20028,3038,4952,8903,7043,2008,5732,31676,-11648
Sep,82370,8369,2163,29604,8823,3837,2074,54870,27500
Feb,67599,9127,3475,17251,9680,3533,3806,46872,20727
Oct,37397,4912,4606,8670,11546,2267,5100,37101,296
Aug,65406,6840,4676,27111,9608,1632,2040,51907,13499
Feb,67657,12732,7928,26278,11748,1701,4084,64471,3186
Nov,87560,14606,2553,26902,10112,748,4553,59474,28086
May,33503,3242,2920,23720,2553,2395,5803,40633,-7130
Jul,74943,10964,3028,8323,11877,729,2426,37347,37596
Aug,95839,12108,4817,12120,9857,3175,4019,46096,49743
Jan,45345,10098,2440,12859,3469,1784,1905,32555,12790
Jun,70390,5412,3652,5099,2474,3375,2513,22525,47865
Jan,79557,4499,2446,8656,7477,820,947,24845,54712
Feb,85054,13632,1014,17709,1337,527,2220,36439,48615
Jan,21906,9160,7727,11786,7991,3398,4367,44429,-22523
Nov,60167,8110,720,5693,9460,1009,5773,30765,29402
May,27961,5545,6992,26185,2087,1140,4593,46542,-18581
Oct,46140,3213,727,13209,2293,3750,533,23725,22415
Sep,78701,13123,2837,8709,9848,4247,996,39760,38941
Jun,97567,2418,4888,24154,6964,3219,3411,45054,52513
Nov,48561,13973,7453,22414,3828,4403,1903,53974,-5413
Nov,70568,6960,3764,25859,7472,1811,3719,49585,20983
Jan,93302,2788,1455,19843,4973,3836,3210,36105,57197
Jan,49504,3871,1997,9209,7661,1990,2102,26830,22674
Feb,57146,14782,1780,28379,5957,1918,5185,58001,-855
Sep,60297,4025,2478,19846,7564,1958,5272,41143,19154
Mar,88607,8264,2029,23003,2336,3959,5718,45309,43298
Jan,36939,4446,4983,15088,11548,3067,4212,43344,-6405
May,70715,9429,3162,23900,2667,1837,4102,45097,25618
Jul,64460,6823,2913,17380,2825,4192,4596,38729,25731
Jun,86576,10752,3205,14707,2212,3581,2834,37291,49285
Dec,88222,4651,6933,29379,3768,846,5534,51111,37111
Jan,32666,14096,7976,22509,6776,616,1779,53752,-21086
May,82119,2539,7945,11906,1444,2958,3745,30537,51582
May,55321,8499,4035,20895,10589,1920,5449,51387,3934
Jun,21779,6755,4784,26988,5381,2354,549,46811,-25032
Mar,33186,7959,1417,24420,11410,3582,3164,51952,-18766
May,36459,13328,1701,23910,4676,2131,2274,48020,-11561
Jul,25057,5289,5519,20212,3310,2499,4088,40917,-15860
May,80663,12802,7631,19323,5040,2645,4546,51987,28676
May,38733,7546,2922,5166,8085,4877,565,29161,9572
May,39157,12136,2121,25573,2827,1306,5870,49833,-10676
Oct,55030,13337,1259,12348,7285,2191,4723,41143,13887
Oct,39613,4758,6073,5575,4219,3204,3244,27073,12540
Mar,25188,7311,6860,12171,6559,3935,687,37523,-12335
Jan,49680,13452,5661,20748,7771,710,5802,54144,-4464
May,80119,6107,4789,8343,5688,2190,5173,32290,47829
Sep,94400,3895,5946,23202,5511,2277,4539,45370,49030
Jan,75718,4500,5992,14347,3072,3647,3388,34946,40772
Mar,56445,4829,1988,27407,7770,2999,5357,50350,6095
Apr,25796,14065,4758,14727,7328,1186,1166,43230,-17434
Jan,67218,2047,4871,15925,3330,3170,1432,30775,36443
Jan,59131,4364,4959,12979,1685,1429,5638,31054,28077
Aug,28123,12448,2165,14154,5958,4613,2470,41808,-13685
Feb,28222,7666,7418,26555,1684,1814,4352,49489,-21267
Dec,44074,14864,7123,10409,9532,3333,4640,49901,-5827
Aug,49825,8458,7332,9541,1733,2273,5841,35178,14647
Jul,56839,10945,2502,27764,2496,2745,2676,49128,7711
Oct,88322,10177,959,25244,10323,1685,1117,49505,38817
Oct,76321,9630,7932,22898,6450,2964,5358,55232,21089
Feb,45988,9931,7182,6067,5635,883,1292,30990,14998
Jun,55507,9058,3521,22265,2732,4423,1750,43749,11758
Jun,43806,4802,6728,11909,11905,2021,4493,41858,1948
Mar,56901,14841,6327,26416,7527,1479,2944,59534,-2633
Nov,37043,13844,5935,19236,7725,4677,2822,54239,-17196
Feb,95761,10594,2790,27886,7303,4110,4733,57416,38345
Dec,29752,4086,7523,25023,11671,3770,1850,53923,-24171
Jan,88993,8724,1865,15929,9031,2453,3330,41332,47661
Jun,62616,12419,7844,25941,2419,1984,2775,53382,9234
Dec,72127,8155,3701,13292,11181,1383,2706,40418,31709
May,94777,13602,5252,20319,5710,3027,2417,50327,44450
Nov,20453,13182,5702,24916,9679,623,5755,59857,-39404
Sep,95432,14835,1883,7816,2441,1025,4334,32334,63098
Jan,30976,3149,2635,11411,3390,2586,2577,25748,5228
Jul,90404,2062,5337,20721,2384,2655,1621,34780,55624
May,97707,5153,6591,21791,3156,1876,1108,39675,58032
May,53688,11200,3532,12204,5396,4906,1268,38506,15182
Feb,22017,7938,4209,23899,2391,3961,1283,43681,-21664
Nov,27957,12223,7114,29517,8422,4635,3429,65340,-37383
Mar,24792,11514,2021,6739,6435,1080,2889,30678,-5886
Jul,75982,12273,7059,9052,5800,2493,667,37344,38638
Jun,33237,2751,7718,21642,4142,4435,5279,45967,-12730
Dec,71586,9776,2123,10786,1268,956,3756,28665,42921
Feb,39252,14336,1181,17013,4917,3300,2979,43726,-4474
Jun,30707,10849,3634,17596,10716,1951,4634,49380,-18673
Feb,54206,11852,5708,25067,9669,703,1479,54478,-272
