Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment
Apr,43097,14303,6835,10103,8230,1742,527
Oct,84824,3549,2330,15160,2428,3253,4109
May,43525,3359,3241,28464,1947,3175,2119
Feb,77804,3896,7285,10317,11719,4172,3406
Nov,35043,8659,7891,18587,2348,919,1844
Aug,61846,7246,1054,6195,9572,1152,4413
Apr,97261,8967,4264,21788,10896,3371,4285
Sep,70227,8661,2934,22678,1309,3745,5168
May,73028,14416,1180,27438,4414,1367,4268
Sep,57383,2510,7419,25009,6789,4708,4329
Apr,49483,10614,6093,12868,10690,3487,1427
Oct,27265,4432,2131,7819,7568,673,2278
May,42763,3906,702,26143,9852,2059,3603
Sep,95652,14519,7653,27129,4447,4627,2944
Aug,35733,11150,5042,18696,3273,2742,3588
Mar,57420,11016,4418,12564,10689,2988,5671
Jan,29247,2064,7543,8637,11264,2012,4965
Mar,43840,6928,3639,6873,3142,3271,663
Apr,85149,6710,5711,22790,10797,2143,5922
Feb,41058,13540,5373,10514,5739,523,4499
Jan,54929,8124,2725,6577,10623,2837,3257
Jul,51362,9837,2186,29156,11142,3443,4073
Aug,67356,2800,1328,26763,1458,4899,850
Jul,97597,8063,5154,17568,8580,2216,700
May,26041,10469,7670,10311,1337,4633,3052
Dec,98209,8109,2522,13828,6450,1244,4428
Jan,81954,11909,602,10547,8380,4677,1551
Jul,81869,12605,5892,22191,11205,549,4932
Jul,41059,8659,2057,23779,5020,3549,786
Sep,64722,3238,4711,25908,9536,3242,3178
Mar,37548,8582,5454,6415,6643,4389,5650
Sep,35078,6523,4587,12508,1942,2122,2295
Jan,25419,7620,3011,19882,1345,3897,4058
Jan,55490,3486,603,23833,4894,2287,5982
Apr,96086,6681,6902,20406,9516,3855,606
Sep,78760,13490,5927,8496,7610,1513,3053
Jun,50337,6470,3938,16780,3138,653,4013
Nov,21468,7619,5524,12103,5389,3401,616
Mar,44309,13187,3357,17221,9715,2814,1768
Jan,86344,10284,7285,26116,8826,3956,1240
Apr,92255,13723,1306,12022,8816,2802,522
Dec,48718,9177,7666,12495,1258,4766,860
Sep,57841,7441,7969,19422,2110,4513,4593
Mar,93548,3840,5155,13706,8325,1116,5295
Dec,66660,13719,2574,26483,7487,3549,1950
Sep,70281,7397,7151,12332,1820,2425,716
Jul,20767,3621,1026,24678,6988,2957,3254
Dec,23895,3561,7418,24292,11980,2111,1127
Apr,78026,7849,3936,10416,6635,4741,3767
Mar,62968,3416,5548,20251,5664,3609,1066
Oct,60097,13156,797,29916,8093,3037,4258
May,35332,6190,5372,18772,5604,4857,2990
May,34621,7054,860,17164,2563,2127,2520
Mar,96870,3130,4217,27054,7343,4940,4030
Dec,38174,11605,5099,7468,10399,2498,3006
Sep,60502,5597,2476,23812,9500,3426,4055
Apr,56674,13936,7231,25072,2839,1631,2691
Nov,57260,4118,2577,27532,8675,2492,4909
May,62498,2663,6058,15887,9001,1013,3422
Apr,87609,4634,3911,7027,10575,1212,1228
May,69464,4774,2673,28555,3306,3661,3828
Jul,91805,8194,5191,16944,10372,714,973
Sep,84919,5969,2089,5315,11664,1103,5280
Jul,74469,5490,1889,19133,6140,4269,1105
May,37194,11763,6471,8989,3686,1169,4070
Oct,46811,3523,4014,5530,1960,1580,1742
Oct,92377,10053,762,29268,9629,1925,4102
Jul,63723,2987,3483,15594,1455,2769,5977
Oct,95235,13430,3419,23243,7767,974,4254
May,96298,9915,7889,9757,4817,1631,4870
Mar,79238,8403,2363,12872,10761,1362,4378
Jul,22147,7321,501,20498,10295,1311,2399
Nov,58445,5845,2433,14958,10810,4772,4243
Nov,73803,8301,893,6067,2512,986,5347
Feb,81108,13885,805,5727,5738,1191,2764
Dec,22013,2098,5765,21627,1391,3608,3645
Sep,73502,4288,1029,5711,3621,3122,1175
Oct,57755,11706,5123,16085,7176,767,4553
Oct,28733,6297,3879,12924,10112,1284,1209
Dec,29479,10825,1464,20549,6719,4373,1422
Jan,95361,9796,4519,13462,7041,3471,3899
Jun,41304,9263,1170,14989,11649,2901,907
Jul,55694,14777,4568,7560,4600,3841,4743
Aug,29490,10770,6995,26523,6210,3571,1609
Oct,41252,5959,7453,24944,5508,2816,4092
Sep,26862,9385,6852,25387,7442,1701,5098
Feb,89959,10464,5553,7177,8654,776,2288
Nov,30450,7338,2752,22221,10980,806,4459
Oct,76022,6881,3172,25098,7216,1130,1990
Feb,81991,5954,2213,8078,8885,3085,5989
May,60927,5927,4544,14968,1260,1637,4084
May,69853,10644,5316,26416,7833,2681,4350
Jun,51826,11367,1135,19120,11205,2213,4700
Mar,62879,6911,5634,23034,10527,1548,1981
Aug,77265,2413,7501,7948,6944,2083,1780
Jan,92361,3550,3999,7520,7134,3851,5791
Jun,97990,6526,7119,12269,7875,2334,5892
Apr,60736,9141,6941,18336,7828,1451,4442
Jan,44530,8571,5152,28981,1334,2532,5354
Jul,98052,3946,1617,17430,8669,1724,1374
Sep,67058,7203,2654,19020,3779,532,611
Apr,94094,2191,7945,15710,9995,596,701
Apr,94255,2040,4723,21746,8328,4858,5213
Jun,24886,12051,6589,7256,3437,3641,3153
Dec,57387,7892,7102,12352,3807,3277,1494
Mar,41575,11524,537,17836,6190,3778,4620
Dec,59643,5449,2132,9358,10132,671,5252
Jun,30100,10327,4793,16339,4163,1400,2031
Jul,80356,7909,4275,26681,10094,4866,1889
Nov,27856,14393,7000,26245,8488,1241,1030
Oct,58169,14806,2554,19483,10460,3114,2117
Oct,48804,3941,4585,22259,1023,2422,4641
Mar,55790,11757,3903,27339,5652,3197,5654
Jul,50988,6221,1018,12129,3748,890,864
Mar,96448,9524,2741,25235,3450,1458,3871
Feb,58506,8543,2863,21021,10588,843,3324
Dec,87306,8222,5620,14344,9095,3981,5965
Oct,32305,10580,5681,12805,4357,2069,1872
Apr,29969,3558,6986,28040,9095,955,3357
Dec,32404,4121,7244,23306,11680,943,2737
Aug,28989,3028,1541,13820,9083,4792,3974
Sep,85305,13726,5215,16211,6972,3415,4944
Jul,55983,10273,1894,20628,10949,2910,4968
Jan,59462,7656,3369,17940,9155,3981,4076
Mar,39360,10967,4176,19324,8069,1917,3862
Dec,46287,5038,4221,22512,11070,1170,4543
Sep,85472,14565,4272,25945,6338,2784,4475
Dec,81313,13079,6190,13955,3532,599,1484
Jan,54160,3878,6318,6019,6337,3287,5582
Sep,26789,4271,734,26408,4773,907,2658
Aug,47181,3607,3640,20640,11270,1477,2026
Jan,34385,5139,946,28958,7465,3298,3872
Jun,85641,2605,5205,25311,5661,642,1536
May,64247,6735,507,7841,3057,3576,5118
Jun,25544,13606,5057,16139,1677,1219,3673
Oct,33275,5665,1499,10477,3974,1959,2489
Dec,83248,7852,1834,13866,9476,917,2744
May,54550,7462,633,22392,11392,1604,2602
Jun,73693,4144,2932,22610,6648,1044,2730
May,39641,6270,555,23019,7444,3788,1542
Nov,91749,13957,5588,18568,2840,1272,4958
Dec,35605,10107,5979,28645,2878,2193,3020
May,70713,3376,6590,29899,7289,1568,4604
Apr,40390,5462,3685,16030,10802,4203,3207
Mar,95403,2347,1611,17002,8219,4723,1829
Mar,78466,2000,6781,12529,11323,2073,4155
Apr,23981,2062,3679,23069,4314,4293,4405
Sep,29493,3783,2023,20710,2378,3153,1580
Feb,91218,14006,7178,8712,6340,1040,4105
Sep,91318,10417,643,12058,10907,2711,1323
Jan,36984,8566,3416,24328,1452,3196,4119
Jan,42760,3042,7299,22711,9533,2058,3750
May,21524,11036,2603,10906,1392,630,2615
Jun,69402,12872,1119,23644,6471,3243,4067
Jun,85614,14311,2386,22813,2269,4320,5620
Mar,55891,3234,5625,14153,9137,2731,547
Jul,59832,3984,7185,18445,4050,1325,1940
Sep,65836,14448,7090,20328,8280,3218,4235
Nov,93953,11470,2520,24346,10162,1522,1444
Dec,33362,3594,1908,28770,11397,3101,3768
Oct,86745,8257,7974,23852,5794,4726,4141
Aug,57921,12743,3421,19654,8410,1196,3619
Jun,90434,3952,5234,24612,1165,1537,2483
Dec,38562,3695,3873,29704,9446,1313,854
Aug,84510,2954,6252,25783,9493,4337,3805
Dec,96407,5291,3976,20448,7363,1158,5032
May,27610,10548,7254,8966,9079,2927,5295
Aug,35791,13787,1336,14108,6030,1583,2417
Oct,78047,2968,4402,26665,11748,3474,4685
Dec,87906,2241,2085,26401,2505,1683,868
Apr,39665,13638,5375,26539,10448,3124,3486
Oct,90246,6234,1336,6250,11454,3232,1692
Aug,85864,12336,3057,9688,8409,2497,1886
Oct,66451,10338,7740,25457,5340,2511,4493
Dec,65890,9349,3359,8787,1209,1748,3502
Feb,26794,7161,7207,14131,4793,4236,2396
Dec,52888,10734,4860,15470,5521,2913,3047
Dec,26749,10883,7894,10658,4047,4843,5299
May,66531,3025,5812,14193,1980,511,2053
Sep,40608,14242,1897,25156,3119,2510,3310
Apr,89211,14197,4322,7212,4745,4107,3532
Nov,76017,5359,6653,11867,1177,1236,611
Jun,77676,7257,4897,11963,2546,1009,4572
Jan,31560,7736,3930,27077,11226,1768,1563
Sep,74401,9679,6573,16329,9490,4766,4697
Jan,70468,4951,1304,8991,11759,3542,1892
May,52463,10921,1575,14295,4566,1558,1697
Apr,51663,9389,6371,23571,1274,4800,4397
Dec,88706,14691,4694,19735,3995,1389,840
Mar,78773,4555,3140,19243,1052,3452,5515
Jun,53123,3150,3584,17417,8775,3837,3361
Feb,29718,3735,1913,8032,10615,4181,4791
Mar,82637,9931,6573,16005,2627,3244,1705
May,20028,3038,4952,8903,7043,2008,5732
Sep,82370,8369,2163,29604,8823,3837,2074
Feb,67599,9127,3475,17251,9680,3533,3806
Oct,37397,4912,4606,8670,11546,2267,5100
Aug,65406,6840,4676,27111,9608,1632,2040
Feb,67657,12732,7928,26278,11748,1701,4084
Nov,87560,14606,2553,26902,10112,748,4553
May,33503,3242,2920,23720,2553,2395,5803
Jul,74943,10964,3028,8323,11877,729,2426
Aug,95839,12108,4817,12120,9857,3175,4019
Jan,45345,10098,2440,12859,3469,1784,1905
Jun,70390,5412,3652,5099,2474,3375,2513
Jan,79557,4499,2446,8656,7477,820,947
Feb,85054,13632,1014,17709,1337,527,2220
Jan,21906,9160,7727,11786,7991,3398,4367
Nov,60167,8110,720,5693,9460,1009,5773
May,27961,5545,6992,26185,2087,1140,4593
Oct,46140,3213,727,13209,2293,3750,533
Sep,78701,13123,2837,8709,9848,4247,996
Jun,97567,2418,4888,24154,6964,3219,3411
Nov,48561,13973,7453,22414,3828,4403,1903
Nov,70568,6960,3764,25859,7472,1811,3719
Jan,93302,2788,1455,19843,4973,3836,3210
Jan,49504,3871,1997,9209,7661,1990,2102
Feb,57146,14782,1780,28379,5957,1918,5185
Sep,60297,4025,2478,19846,7564,1958,5272
Mar,88607,8264,2029,23003,2336,3959,5718
Jan,36939,4446,4983,15088,11548,3067,4212
May,70715,9429,3162,23900,2667,1837,4102
Jul,64460,6823,2913,17380,2825,4192,4596
Jun,86576,10752,3205,14707,2212,3581,2834
Dec,88222,4651,6933,29379,3768,846,5534
Jan,32666,14096,7976,22509,6776,616,1779
May,82119,2539,7945,11906,1444,2958,3745
May,55321,8499,4035,20895,10589,1920,5449
Jun,21779,6755,4784,26988,5381,2354,549
Mar,33186,7959,1417,24420,11410,3582,3164
May,36459,13328,1701,23910,4676,2131,2274
Jul,25057,5289,5519,20212,3310,2499,4088
May,80663,12802,7631,19323,5040,2645,4546
May,38733,7546,2922,5166,8085,4877,565
May,39157,12136,2121,25573,2827,1306,5870
Oct,55030,13337,1259,12348,7285,2191,4723
Oct,39613,4758,6073,5575,4219,3204,3244
Mar,25188,7311,6860,12171,6559,3935,687
Jan,49680,13452,5661,20748,7771,710,5802
May,80119,6107,4789,8343,5688,2190,5173
Sep,94400,3895,5946,23202,5511,2277,4539
Jan,75718,4500,5992,14347,3072,3647,3388
Mar,56445,4829,1988,27407,7770,2999,5357
Apr,25796,14065,4758,14727,7328,1186,1166
Jan,67218,2047,4871,15925,3330,3170,1432
Jan,59131,4364,4959,12979,1685,1429,5638
Aug,28123,12448,2165,14154,5958,4613,2470
Feb,28222,7666,7418,26555,1684,1814,4352
Dec,44074,14864,7123,10409,9532,3333,4640
Aug,49825,8458,7332,9541,1733,2273,5841
Jul,56839,10945,2502,27764,2496,2745,2676
Oct,88322,10177,959,25244,10323,1685,1117
Oct,76321,9630,7932,22898,6450,2964,5358
Feb,45988,9931,7182,6067,5635,883,1292
Jun,55507,9058,3521,22265,2732,4423,1750
Jun,43806,4802,6728,11909,11905,2021,4493
Mar,56901,14841,6327,26416,7527,1479,2944
Nov,37043,13844,5935,19236,7725,4677,2822
Feb,95761,10594,2790,27886,7303,4110,4733
Dec,29752,4086,7523,25023,11671,3770,1850
Jan,88993,8724,1865,15929,9031,2453,3330
Jun,62616,12419,7844,25941,2419,1984,2775
Dec,72127,8155,3701,13292,11181,1383,2706
May,94777,13602,5252,20319,5710,3027,2417
Nov,20453,13182,5702,24916,9679,623,5755
Sep,95432,14835,1883,7816,2441,1025,4334
Jan,30976,3149,2635,11411,3390,2586,2577
Jul,90404,2062,5337,20721,2384,2655,1621
May,97707,5153,6591,21791,3156,1876,1108
May,53688,11200,3532,12204,5396,4906,1268
Feb,22017,7938,4209,23899,2391,3961,1283
Nov,27957,12223,7114,29517,8422,4635,3429
Mar,24792,11514,2021,6739,6435,1080,2889
Jul,75982,12273,7059,9052,5800,2493,667
Jun,33237,2751,7718,21642,4142,4435,5279
Dec,71586,9776,2123,10786,1268,956,3756
Feb,39252,14336,1181,17013,4917,3300,2979
Jun,30707,10849,3634,17596,10716,1951,4634
Feb,54206,11852,5708,25067,9669,703,1479
Feb,23543,2700,6320,9720,5271,3326,2934
Feb,64135,11272,3761,19445,1238,4713,4522
Nov,55031,12348,5494,8726,9801,2352,3316
Mar,62929,3540,5196,5678,8002,3965,1290
Feb,85747,5032,3919,18029,8768,4545,5337
Apr,77851,8167,2367,14098,6883,2943,1974
Sep,75311,8364,4109,13459,6785,2552,3686
Jun,85867,3983,1699,11126,6093,2692,4501
Jan,77196,10506,3323,18227,7438,3209,2948
Aug,93705,13273,3448,9906,11023,1682,4174
Dec,77894,7796,4478,12898,7174,3328,3880
Jul,34591,9648,4125,22584,10346,1458,1626
Oct,68893,9894,5078,19439,10943,4574,2250
Mar,20727,14925,6606,26739,11677,2558,4697
Jan,41359,4314,5738,6116,6445,568,5250
May,63822,9959,668,11344,4338,2137,3661
Apr,30929,12327,2521,27314,3333,701,3689
Oct,80091,3649,2694,14090,5386,765,5922
Aug,43519,9700,938,18212,5581,3625,1251
Jan,37393,13411,7531,19078,7698,738,1732
Oct,54318,8900,3760,15836,9359,790,1358
Jan,94531,5800,4755,22442,4542,3894,4914
Dec,67934,4478,5409,28668,6886,2308,4360
Apr,48840,14259,2949,22071,9054,2589,5562
Aug,33265,11967,5181,26961,7914,1454,5228
May,25424,12158,1363,26974,8513,2430,4441
Feb,40625,9054,5637,13152,9269,4580,5709
Jun,99622,8059,639,28447,2108,783,3199
May,49187,11959,5734,13979,10083,1306,5545
Feb,55929,14007,4923,17686,5756,2406,2500
Nov,81892,10433,724,15836,2224,3176,739
Nov,40539,14989,1057,15356,8528,4071,2690
Nov,76630,13141,7082,13395,9756,4259,4714
Mar,29215,8209,2073,7491,3859,4569,5191
Sep,59385,9115,6337,26206,9493,2118,2515
Jul,97462,4256,885,18928,9300,1308,5870
Jul,45008,14303,1020,12004,3412,4286,662
Nov,68928,5368,5872,16560,3647,1441,5249
Jun,44976,9387,7263,12011,11917,539,849
Aug,47626,10558,4472,27084,4338,1838,530
Apr,79789,4827,5717,16750,11332,1821,2638
Aug,24700,11444,3334,9862,6804,2154,2675
Apr,83645,4487,3642,10350,8231,3568,3326
Aug,93396,14977,7194,17682,5523,894,4119
Sep,27526,5603,2333,17535,4813,1291,5565
Mar,59500,5521,5042,16703,11448,4133,1347
Mar,88049,6517,3661,14611,4645,2444,1291
Nov,93366,3643,4001,20096,11713,1243,1008
Feb,79117,3212,5838,19106,4417,4872,5340
Oct,76096,9345,4702,5355,1011,693,5335
Mar,27910,6703,1999,24856,7609,4774,4832
Mar,91185,7434,3463,13432,4145,4397,1512
May,70248,2019,1977,20700,1874,717,3524
May,94656,2675,1403,29094,11625,4082,3570
Feb,21951,6477,2131,18850,8303,3990,1574
Dec,85212,2608,4486,22238,1883,3315,968
Oct,95701,8286,7187,16935,5650,4403,2415
Jun,99888,2061,5745,27747,8710,4423,4983
May,95282,11457,1670,11704,7797,2285,5962
Jun,61954,12477,2827,25008,6439,4672,1235
Jan,28804,3154,4619,20379,8008,4333,5249
May,20595,11820,5547,26830,10771,1682,5548
Sep,49592,11818,2244,14252,9544,1023,3356
Dec,60643,5716,2539,13573,9162,3796,4977
Oct,82665,7242,619,27415,10698,4979,595
Feb,40823,7559,4357,27566,4487,868,1411
Jan,25972,7022,2175,6132,11221,4883,5382
Oct,35882,8485,1820,23860,11038,898,4888
Nov,86394,3442,5450,24519,8537,2651,3806
Sep,91055,3653,1515,20534,3390,4380,4936
Oct,43769,4502,7587,16030,5030,626,1218
Sep,45020,5269,7749,7079,8492,2587,3504
Sep,62748,2281,5043,5944,4438,3643,1873
Jun,64912,11216,6531,10840,3383,2270,5555
Aug,32879,5403,2243,25346,4367,4553,2928
Nov,53798,3235,5591,11674,7167,746,4181
Jan,66073,14374,2442,15721,2465,3818,3309
Oct,95791,6760,4041,17493,3151,2581,3719
Apr,86983,8940,1946,16510,4483,2557,3113
Jan,63005,2785,4116,5834,1573,3489,5564
Aug,22850,13509,7691,25134,1774,4097,1004
Jan,48400,11859,5680,9184,8030,839,2765
Mar,31953,13200,4394,12178,5338,3228,4560
Apr,43535,5194,2224,10168,9021,2091,3484
Aug,95536,6789,6727,9991,4930,3661,3296
Jun,95039,5775,2772,13146,11872,1808,5944
Oct,24055,12638,4562,18884,5960,3838,5431
Dec,58170,13982,4781,10290,3220,3198,4426
Jul,48251,7350,7018,25622,2439,3623,4308
Aug,24532,2533,571,29782,7246,2797,988
Feb,24924,10593,4669,29549,8424,2553,2758
Oct,68037,5663,6516,24918,9905,2009,3213
Nov,98082,2129,5960,19844,7700,4307,4854
Aug,91621,12531,2700,23436,9767,512,1750
Mar,97926,14563,2643,13151,7339,4534,4460
Jul,98816,4959,7088,5028,6084,2080,1914
Mar,90400,3858,4257,29763,6510,3933,1491
Jul,30702,13165,3681,23244,1069,2551,899
Nov,35385,14342,1981,12934,11568,4376,4904
Dec,29336,5649,3375,7572,11397,2323,4555
Feb,85421,12978,7718,20281,10109,3930,4599
Oct,51225,5097,7020,13051,11937,3240,5792
Jun,56021,5512,5360,27512,9934,2288,2067
Mar,23782,6860,4579,25398,7728,2452,4317
Mar,69111,11412,1596,25636,5150,3204,2773
Sep,62719,10833,4807,7127,3533,1451,5825
Jul,69037,13506,1223,15083,8410,3920,1625
May,23513,2723,3739,24091,11029,3527,5769
Dec,33335,2737,7418,14933,10568,3601,3823
Oct,64140,3299,2878,20877,9601,4460,3103
Jul,97658,5480,6361,6813,4007,4088,3999
Sep,54840,2339,5346,17519,9143,4345,2065
Jan,51007,2152,6113,12816,7870,1647,1418
Jul,76947,7684,3714,13351,6134,4017,5119
Jun,46393,11613,6064,29919,5242,3558,5121
Oct,77480,5051,3371,20648,6609,1917,1815
Dec,29107,2426,4989,29780,10871,4409,4619
Sep,25993,9146,5107,16234,8778,4189,2154
Jan,72066,10125,5281,13496,10906,3272,3958
Apr,62942,13750,4419,17133,2197,3328,2113
Sep,36138,8347,7264,13591,3337,2669,741
Apr,64527,11327,6334,16712,9086,2749,4798
Oct,29190,4372,2220,11249,4193,4358,4832
Mar,98422,10126,6422,20441,9218,2125,1450
Sep,75698,13521,3899,11485,6220,3249,3569
Feb,49086,2949,7247,14177,3973,3105,793
Apr,37322,9695,5878,6805,7531,2347,5706
Jun,23435,3373,2357,26431,4165,1078,4805
Feb,73331,9082,3265,26924,2090,1636,1287
Aug,48942,11148,2896,7096,9441,3910,2132
Aug,79635,11893,4264,17493,1141,3633,3573
Jan,49059,13133,4521,10337,1266,2774,4570
Dec,77557,4482,4386,21035,8719,2721,2776
Mar,72389,9593,3062,22843,5310,1657,5005
Oct,73014,11495,2946,28318,9680,4358,3814
Sep,52826,2370,4167,14537,9687,2149,5558
May,50297,9837,2761,13422,1479,4872,1991
Jun,63890,13172,4117,8782,3690,2086,5053
Apr,41322,4296,7205,18798,6999,2458,3101
Oct,55739,9034,1812,24884,5936,2823,2760
Feb,29719,8324,2364,14074,3427,733,2331
Nov,99553,14990,7926,26989,10035,1765,885
Aug,28314,9142,2805,11419,9064,531,1027
Nov,95164,12317,6007,13624,4215,3938,1911
Jun,97028,13158,2307,12889,6981,1871,3850
May,56113,9028,3241,15455,4911,1259,5585
Sep,35357,8479,6164,19432,5077,3703,4697
Jan,40365,6145,3836,16194,3349,2294,889
May,59029,12934,7980,26622,1649,1261,1725
Jun,21737,6021,5659,23201,6536,4860,4138
May,94632,4364,1497,12570,11085,4580,4292
Jun,98218,7230,7463,26487,3856,781,1340
Jun,47499,7970,6853,5617,11578,4571,1877
Jul,66157,10954,2819,17684,6578,4403,734
Apr,76247,9300,3707,13509,2725,4555,613
Nov,61034,8755,1098,19717,9116,1315,3638
Aug,20294,14254,1583,11285,2354,1970,1308
Jul,44596,3004,4081,5456,2293,3787,5659
Sep,31434,9057,3586,5500,4258,4759,2650
Jul,78382,5755,7666,29458,3713,3085,910
Mar,58098,4846,2802,23699,9595,1010,1818
Mar,24655,8262,3284,8874,5032,1054,4586
Aug,66228,10541,1221,28014,2546,4205,5403
May,23771,4964,7178,9973,3606,1806,2087
Apr,94099,10878,7902,9774,3825,3642,1560
Aug,76799,6637,1654,20519,11044,758,566
Jun,82257,13318,6304,19349,5206,1724,2753
Feb,37558,14648,7667,22387,10004,2165,840
Apr,78436,4755,516,28232,4374,1903,4477
Dec,52376,13716,7525,25580,10121,2365,5671
Nov,97924,5624,7597,28099,8640,1265,2973
Apr,49332,4732,7469,22450,7934,564,1455
Jun,66737,8473,1491,18622,7078,3949,4804
Jun,93970,8351,5473,9716,4323,3205,2510
Jan,71952,3693,2732,14820,9366,695,2388
Aug,40991,13084,3962,21087,8105,1883,868
Jun,47472,14003,1946,18302,2363,2935,2262
Mar,79946,14372,1965,27992,10229,4660,1493
Sep,46849,2684,4267,8234,8489,1950,581
Feb,21541,14532,6274,11494,8951,722,1687
Nov,22765,4919,4127,19239,4011,941,876
Aug,63074,9166,3583,9498,3090,1937,502
Oct,49283,5756,2043,16430,9652,3687,1183
Mar,20769,7454,579,10267,11944,2867,3689
Dec,37806,5283,7452,27555,1148,1382,4227
May,22972,6691,6945,17546,5433,950,1263
Jun,38256,8828,3787,29479,6098,1242,765
Oct,38653,9350,1771,8669,2133,2044,2982
Jun,59339,14218,2064,26099,1353,3850,3229
Apr,45757,3156,5891,14657,10299,3329,1224
Mar,62399,5061,6776,27453,11794,3113,3340
Apr,64013,9157,5624,6961,3113,2415,5846
Jan,34706,7919,7399,18940,8555,1748,2923
Apr,58231,7893,6161,22259,7010,1027,5881
Jan,47909,6445,7272,17093,4685,740,2913
Dec,96631,12521,2213,13734,4206,2642,5362
Jan,77572,8436,1509,8516,2109,864,2975
Oct,83767,3292,1272,25249,11169,1708,5627
Jun,46469,12076,6784,20032,9418,4620,1564
May,21313,11752,982,25883,10204,2865,5721
Nov,27847,11175,7972,12233,4106,3461,5838
Apr,70222,9902,2892,18170,4936,2647,2791
Nov,94702,4067,6181,10947,11994,2917,3392
Mar,29930,12055,7937,21958,10658,2116,5534
Jan,23285,3979,3679,22842,9461,1535,4898
Jun,55863,3736,2081,12395,4806,1219,4965
Feb,36704,12644,3021,8172,7549,1473,5446
Aug,38705,3918,1605,23854,10723,2346,2822
Oct,20555,2700,4209,8427,9495,1871,546
May,41323,6046,5703,12798,6148,1966,2664
Jul,90968,4073,3861,12736,2932,1190,4161
Oct,86922,6661,7738,20490,3040,587,3064
Dec,73915,13945,4770,15707,8934,3012,3825
Feb,30619,2394,6447,16743,9333,4348,5427
Aug,92390,12148,1341,9206,7789,993,3166
Feb,79274,5048,4034,23584,6775,1745,1255
Apr,93173,5452,2372,24348,10000,1641,3744
Jan,41225,2522,7509,28289,1947,4731,1952
May,46739,11754,7758,8313,11484,1477,1404
Sep,67708,13101,7112,20055,1765,2734,2954
Jan,73019,13041,6482,24311,8172,1041,3987
Sep,96154,10741,4005,13873,6015,1902,4560
Nov,27373,3468,3820,29854,10130,1310,4263
Aug,55281,8230,7287,9458,3496,3992,1278
Jun,40187,10116,3228,23032,4562,4812,2290
Jul,87863,11024,1454,26911,2262,1633,5427
Mar,59220,14674,2095,14350,7393,4880,5692
Jan,27642,8811,7492,13184,6050,1068,2101
May,99971,3421,2788,20865,6410,3500,5239
Dec,75556,9987,7345,7341,1542,1821,5008
Dec,53760,2285,4935,22902,11871,3244,4343
Feb,58192,4745,7436,6838,7664,4078,4175
May,24381,13957,1243,22254,8723,2267,4357
Aug,39558,9108,1994,10538,3781,2574,1505
Nov,50782,6464,7106,16469,3612,2543,3200
Sep,24782,3445,7444,14533,2199,1641,731
Feb,74712,7837,3846,10477,11309,1577,4153
Dec,39462,3466,6444,14363,11872,651,5086
Mar,80030,11968,4610,17264,8032,978,2633
Mar,88519,9167,7708,18536,7323,3733,4336
Jan,76411,13847,2488,22512,5688,2185,2190
Aug,75206,11106,707,16819,5786,3991,1723
Jun,66950,10479,1583,17191,4681,1871,5470
Dec,22523,14382,2912,11499,6229,4400,2703
Aug,80926,12280,3811,17079,4495,3101,1397
Nov,29677,6426,7251,22668,9856,3923,2369
Sep,95828,7932,4510,13762,7078,2196,651
May,35089,11996,6803,24248,4162,4157,1851
